Province,City,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index
Jiangsu,Suzhou,2023-09-17,23.42,7.88,8.18,435.45,5.22,2.67,0.028,0.69,0.102,3.72,5.84,4.57,5.96,0.33,0.12,95.0,55.22366666666667
Sichuan,Mianyang,2023-06-17,26.66,7.15,6.99,509.41,1.5,2.84,0.026,0.48,0.149,2.58,23.98,3.97,7.38,0.41,0.19,103.0,51.666666666666664
Henan,Zhengzhou,2023-03-17,22.48,7.02,7.94,558.3,5.23,1.86,0.033,0.03,-0.027,2.64,21.74,2.94,2.59,0.41,0.17,111.0,60.0
Yunnan,Dali,2023-04-23,23.68,7.722,5.75,394.24,19.283,2.6730000000000005,0.0297,0.6160000000000001,0.007700000000000001,2.684,17.237000000000002,4.73,5.5440000000000005,0.396,0.066,101.2,50.66211666666667
Beijing,Beijing,2023-05-08,25.37,6.82,6.34,344.16,0.38,2.17,-0.001,0.39,0.064,2.79,17.66,4.05,5.46,0.63,0.13,105.0,58.333333333333336
Hubei,Wuhan,2023-05-06,22.94,7.8100000000000005,6.82,459.338,0.539,2.101,0.0352,0.5060000000000001,0.1562,2.299,10.824,5.896000000000001,6.765000000000001,0.8250000000000001,0.033,99.00000000000001,62.084583333333335
Sichuan,Chengdu,2023-04-14,17.76,7.689000000000001,7.21,548.02,2.387,1.4520000000000002,0.0374,0.5940000000000001,0.1441,2.596,30.151000000000003,4.675000000000001,9.471,0.792,-0.022000000000000002,118.80000000000001,54.087025000000004
Guangdong,Guangzhou,2023-10-17,21.11,7.41,8.03,494.78,4.74,1.94,0.013,0.76,0.149,3.13,15.42,2.37,6.6,0.4,0.07,89.0,63.194583333333334
Zhejiang,Ningbo,2023-07-03,15.74,6.64,6.42,549.26,0.12,1.26,0.01,0.79,0.071,3.25,18.46,3.8,7.75,0.53,0.18,102.0,56.500166666666665
Shanghai,Shanghai,2023-12-25,20.79,6.7,6.05,611.97,19.22,2.58,0.032,0.76,0.051,2.97,16.79,3.89,5.43,0.52,0.07,96.0,53.333333333333336
Shanghai,Shanghai,2023-08-10,14.78,8.01,8.46,500.36,15.75,1.59,0.025,0.67,0.085,3.28,19.53,5.14,4.93,0.49,0.08,106.0,54.86291666666667
Beijing,Beijing,2023-06-03,15.34,7.09,11.74,465.97,3.0,1.89,0.03,0.23,0.12,2.23,20.35,3.26,3.15,0.29,0.09,98.0,68.33333333333333
Shandong,Qingdao,2023-07-03,32.7,7.16,4.36,359.95,6.03,2.16,0.012,0.34,-0.057,3.76,22.77,4.74,6.06,0.46,0.08,109.0,53.333333333333336
Beijing,Beijing,2023-11-23,22.11,7.0,7.72,527.84,2.44,1.54,0.018,0.78,0.076,2.27,20.07,5.22,4.99,0.54,0.1,103.0,56.666666666666664
Guangdong,Shenzhen,2023-01-04,22.88,8.33,10.42,513.26,1.91,2.96,0.025,0.43,0.169,2.36,20.71,4.76,4.78,0.63,0.13,96.0,53.97491666666667
Henan,Zhengzhou,2023-03-18,20.58,6.81,5.98,459.99,13.64,2.27,0.022,0.36,0.106,3.05,17.82,5.05,2.74,0.32,0.16,101.0,53.333333333333336
Yunnan,Dali,2023-10-01,26.29,7.282000000000001,8.36,626.3840000000001,6.688000000000001,2.0020000000000002,0.0044,0.48400000000000004,0.13640000000000002,3.652,15.257,3.6850000000000005,-1.0010000000000001,0.627,0.011000000000000001,96.80000000000001,65.0
Henan,Zhengzhou,2023-01-29,21.19,7.5,8.44,447.6,11.39,0.31,0.043,0.61,0.156,2.64,15.33,3.47,9.0,0.44,0.1,99.0,59.6115
Jiangsu,Nanjing,2023-10-24,5.54,7.799,7.19,780.8460000000001,3.7950000000000004,2.101,0.020900000000000002,0.462,0.0143,3.5970000000000004,11.55,2.574,4.928000000000001,0.8140000000000001,0.11000000000000001,93.50000000000001,60.44844166666667
Shandong,Qingdao,2023-02-21,24.59,6.39,10.27,601.98,11.07,1.28,0.014,0.36,0.104,3.39,18.31,1.51,7.52,0.32,0.06,92.0,64.13974999999999
Yunnan,Kunming,2023-11-09,15.88,7.03,9.05,534.83,13.38,2.06,0.043,0.76,0.148,3.24,28.46,4.97,7.79,0.79,0.14,95.0,45.0
Jiangsu,Nanjing,2023-05-07,21.55,7.766,8.47,623.9200000000001,1.0010000000000001,2.134,0.0121,0.35200000000000004,0.1155,3.3880000000000003,14.52,4.026000000000001,7.711,-0.011000000000000001,0.099,134.20000000000002,63.873349999999995
Sichuan,Mianyang,2023-06-03,18.54,6.13,8.18,558.01,5.95,2.41,0.021,0.88,0.072,2.43,19.53,3.74,4.72,0.9,0.06,92.0,55.084916666666665
Yunnan,Kunming,2023-04-20,13.29,7.07,3.62,554.79,1.68,1.45,0.023,0.24,0.152,3.67,28.27,2.47,3.44,0.4,0.07,104.0,61.666666666666664
Guangdong,Shenzhen,2023-03-10,12.89,6.75,5.75,422.61,5.46,2.35,0.022,0.33,0.126,2.64,22.83,3.21,5.22,0.49,0.07,85.0,56.666666666666664
Beijing,Beijing,2023-07-15,16.44,7.57,11.11,496.74,1.15,2.24,0.024,0.49,0.113,3.72,15.38,5.23,3.24,0.56,0.06,93.0,64.41725000000001
Henan,Zhengzhou,2023-08-28,18.42,6.76,6.87,452.98,3.16,2.06,0.024,0.19,0.112,3.1,22.18,4.12,5.7,0.57,0.11,108.0,58.333333333333336
Guangdong,Guangzhou,2023-06-11,22.64,7.31,7.94,270.24,5.04,2.25,0.017,0.61,0.001,2.74,23.62,3.13,6.11,0.6,0.13,111.0,55.0
Hubei,Yichang,2023-11-26,15.58,7.78,4.61,631.75,0.03,1.77,0.035,0.73,0.05,3.93,17.85,4.34,5.08,0.68,0.04,89.0,58.8345
Hubei,Wuhan,2023-04-17,18.21,8.096000000000002,9.52,452.05600000000004,1.2210000000000003,1.9910000000000003,0.0187,0.14300000000000002,0.16390000000000002,2.3540000000000005,22.528000000000002,5.863,8.877,0.24200000000000002,0.099,103.4,57.95759999999999
Guangdong,Guangzhou,2023-10-22,23.15,7.04,10.65,614.49,1.43,1.49,0.036,0.44,0.092,2.48,18.25,3.29,5.6,0.55,0.1,87.0,68.33333333333333
Jiangsu,Nanjing,2023-05-25,20.39,7.601000000000001,10.34,408.265,0.6050000000000001,0.935,0.026400000000000003,0.803,0.11660000000000001,3.399,30.624000000000002,4.708000000000001,3.9930000000000003,0.451,0.07700000000000001,116.60000000000001,60.99789166666667
Shandong,Qingdao,2023-08-21,29.71,7.25,9.14,466.8,13.15,2.43,0.026,0.66,0.096,2.58,25.85,4.05,3.96,0.53,0.11,111.0,51.666666666666664
Yunnan,Kunming,2023-12-04,27.86,7.53,10.5,392.75,4.47,2.95,0.028,0.27,0.118,2.83,22.51,3.27,6.1,0.65,0.11,69.0,61.194916666666664
Beijing,Beijing,2023-10-16,17.01,7.16,8.36,546.31,0.59,1.97,0.031,0.66,0.072,3.36,27.01,4.42,4.39,0.29,0.0,95.0,66.66666666666667
Shandong,Jinan,2023-03-01,22.63,7.3,5.07,531.05,10.77,1.87,0.005,0.79,0.144,3.14,27.16,5.08,6.08,0.49,0.1,122.0,45.0
Yunnan,Dali,2023-12-23,24.61,8.503000000000002,6.36,506.84700000000004,0.7370000000000001,2.09,0.034100000000000005,0.7150000000000001,0.1155,3.762,17.710000000000004,2.783,5.170000000000001,0.649,0.15400000000000003,92.4,55.16150833333333
Hubei,Yichang,2023-07-09,19.33,6.65,8.75,531.86,7.47,2.03,0.001,0.37,0.123,3.79,23.39,4.49,1.02,0.71,0.15,92.0,54.861250000000005
Shanghai,Shanghai,2023-07-09,21.15,7.03,9.96,238.72,0.06,2.06,0.026,0.4,0.094,3.17,19.35,4.16,2.62,0.61,0.07,102.0,65.0
Jiangsu,Nanjing,2023-07-08,22.03,8.305,9.78,618.354,0.528,2.7170000000000005,0.0286,0.7370000000000001,0.0869,3.652,28.391000000000002,4.1690000000000005,8.525,0.47300000000000003,0.132,116.60000000000001,49.04429166666667
Henan,Luoyang,2023-11-27,19.7,6.688000000000001,8.06,684.7280000000001,1.089,1.7160000000000002,0.023100000000000002,0.7370000000000001,0.13640000000000002,2.4420000000000006,20.207000000000004,4.631,8.547,0.517,0.132,88.0,53.30003333333334
Zhejiang,Hangzhou,2023-01-04,19.52,7.03,6.33,472.26,0.28,2.65,0.024,0.77,-0.033,3.46,15.5,3.41,4.62,0.5,0.1,98.0,65.0
Yunnan,Kunming,2023-07-13,18.92,7.17,13.55,289.02,21.0,2.1,0.015,0.51,-0.008,2.73,17.76,3.95,4.94,0.69,0.04,104.0,61.666666666666664
Yunnan,Dali,2023-01-11,22.13,7.5680000000000005,8.52,638.5500000000001,5.478000000000001,2.035,0.034100000000000005,0.7370000000000001,0.17600000000000002,3.6850000000000005,28.435000000000002,4.147,4.488,0.066,0.08800000000000001,91.30000000000001,61.08946666666666
Shanghai,Shanghai,2023-05-30,25.31,6.95,12.33,522.27,2.78,2.19,0.028,0.49,0.056,3.27,23.8,3.83,5.51,0.5,0.07,86.0,61.666666666666664
Jiangsu,Nanjing,2023-06-21,20.92,8.096000000000002,8.39,551.529,4.763000000000001,2.805,0.0198,0.627,0.17270000000000002,3.2450000000000006,25.069000000000003,5.192,6.072,0.5940000000000001,0.165,110.00000000000001,44.624266666666664
Guangdong,Guangzhou,2023-04-23,18.86,7.03,7.74,542.57,3.79,1.61,0.01,0.83,0.086,2.98,18.9,2.55,5.57,0.52,0.06,104.0,56.666666666666664
Zhejiang,Ningbo,2023-11-30,16.25,6.65,4.4,413.6,0.98,2.07,0.022,0.34,0.043,2.38,24.94,6.13,5.86,-0.01,0.13,95.0,61.52791666666667
Shanghai,Shanghai,2023-04-06,15.29,7.74,6.37,667.35,7.96,2.47,0.023,0.69,0.138,2.67,21.35,3.31,4.95,0.85,0.08,98.0,52.27883333333333
Shanghai,Shanghai,2023-07-04,23.11,7.29,10.15,561.75,2.97,1.24,0.023,0.46,0.123,3.07,12.49,4.59,3.05,0.26,0.1,81.0,68.33333333333333
Guangdong,Shenzhen,2023-06-28,24.52,6.75,8.99,317.3,7.2,1.92,0.028,0.46,0.087,3.47,16.53,2.98,6.31,0.53,0.11,114.0,58.333333333333336
Guangdong,Guangzhou,2023-10-20,18.9,6.56,10.11,479.77,1.56,2.62,0.025,0.32,0.054,3.61,24.53,4.55,6.84,0.53,0.09,119.0,56.278166666666664
Hubei,Yichang,2023-09-07,22.99,7.01,8.16,482.49,8.43,2.16,0.034,0.34,0.047,3.25,16.22,5.67,3.61,0.36,0.08,87.0,60.0
Jiangsu,Nanjing,2023-09-20,22.01,6.9190000000000005,6.4,413.47900000000004,0.29700000000000004,1.529,0.0055000000000000005,0.528,0.1958,4.136,17.006000000000004,3.586,5.8740000000000006,-0.033,0.07700000000000001,96.80000000000001,70.0
Sichuan,Mianyang,2023-06-09,19.28,6.53,8.68,495.54,0.68,1.28,0.019,0.33,0.178,2.33,26.14,2.8,10.03,0.63,-0.01,97.0,64.52825
Jiangsu,Suzhou,2023-04-02,19.16,7.12,7.46,412.61,1.01,1.35,0.015,0.54,0.153,3.74,19.94,2.87,4.9,0.47,0.17,103.0,61.666666666666664
Hubei,Wuhan,2023-06-22,19.03,8.206000000000001,6.36,634.216,9.779000000000002,1.9360000000000002,-0.0011,0.5720000000000001,0.11660000000000001,3.2230000000000003,24.497,5.5,5.456,0.682,0.132,115.50000000000001,44.31901666666666
Shanghai,Shanghai,2023-12-04,20.14,6.78,10.02,599.06,2.07,2.32,0.025,0.19,0.174,3.5,21.57,1.15,4.32,0.88,0.12,96.0,65.0
Beijing,Beijing,2023-12-14,27.56,6.28,10.04,343.97,3.89,2.27,0.008,0.49,0.05,3.19,28.71,3.14,6.86,0.38,0.02,101.0,60.50116666666667
Beijing,Beijing,2023-10-11,18.2,7.95,7.01,339.11,1.6,2.57,0.024,0.38,0.101,2.93,21.55,3.37,4.75,0.53,0.12,92.0,56.69608333333334
Beijing,Beijing,2023-12-25,18.81,6.92,7.04,434.9,13.86,1.12,0.037,0.48,0.101,3.04,24.81,4.68,4.85,0.33,0.16,119.0,53.333333333333336
Sichuan,Mianyang,2023-09-08,29.88,7.25,7.1,464.18,0.41,1.29,0.016,0.53,0.187,3.33,27.19,4.46,2.78,0.28,0.14,95.0,63.333333333333336
Henan,Zhengzhou,2023-02-22,21.85,6.72,10.63,394.53,13.51,2.19,0.026,0.62,0.059,3.63,23.14,3.61,6.55,0.23,0.14,95.0,55.0
Hubei,Wuhan,2023-10-29,27.15,8.008000000000001,8.76,559.35,7.370000000000001,0.759,0.0242,0.7480000000000001,0.1716,3.971,27.093,4.026000000000001,6.5120000000000005,0.9900000000000001,0.17600000000000002,119.9,48.2018
Henan,Luoyang,2023-10-21,9.62,7.436,8.75,600.0390000000001,2.2220000000000004,1.54,0.0242,0.385,0.1705,2.959,22.198,1.7710000000000004,5.5,0.5060000000000001,0.11000000000000001,114.4,61.45576666666667
Guangdong,Guangzhou,2023-03-03,17.21,7.19,7.16,685.2,4.01,1.4,0.012,0.54,0.102,2.62,20.88,5.16,5.11,0.25,0.09,114.0,56.666666666666664
Jiangsu,Nanjing,2023-09-16,16.15,7.5680000000000005,7.64,550.7040000000001,1.7380000000000002,2.0130000000000003,0.026400000000000003,0.6160000000000001,0.17600000000000002,2.3540000000000005,20.878000000000004,5.511,1.804,0.517,0.12100000000000001,118.80000000000001,54.422799999999995
Beijing,Beijing,2023-07-29,21.52,6.38,7.8,374.42,2.67,1.64,0.029,0.19,0.165,3.37,25.23,3.57,4.16,0.34,0.13,86.0,59.112
Jiangsu,Nanjing,2023-07-08,17.46,7.139000000000001,6.18,401.434,6.886,2.9920000000000004,0.0165,0.25300000000000006,0.18590000000000004,4.257000000000001,18.810000000000002,5.599,5.731000000000001,0.5830000000000001,0.132,100.10000000000001,51.666666666666664
Zhejiang,Ningbo,2023-09-04,14.81,6.44,4.84,427.51,0.93,1.73,0.034,0.38,0.172,2.62,22.41,3.0,8.43,0.75,0.14,102.0,52.61183333333333
Beijing,Beijing,2023-03-10,15.04,8.16,4.22,348.27,1.86,2.55,0.009,0.41,0.103,3.05,17.03,5.19,5.05,0.53,0.22,88.0,49.446666666666665
Henan,Luoyang,2023-12-01,16.17,8.008000000000001,8.91,756.426,2.431,1.617,0.0286,1.0230000000000001,0.006600000000000001,2.0460000000000003,16.951,5.291,8.25,0.7260000000000001,0.12100000000000001,104.50000000000001,49.86846666666667
Hubei,Yichang,2023-04-09,35.05,7.79,7.74,642.17,3.96,2.47,0.015,0.66,0.137,2.86,14.84,2.94,5.21,0.36,0.09,103.0,57.14008333333334
Jiangsu,Nanjing,2023-02-11,20.59,7.062,7.55,513.4910000000001,6.886,2.3540000000000005,0.026400000000000003,0.341,0.1133,3.0690000000000004,23.496000000000002,2.9480000000000004,3.19,0.24200000000000002,0.044000000000000004,118.80000000000001,61.666666666666664
Hubei,Yichang,2023-03-09,19.85,7.58,8.35,407.73,8.6,2.41,0.015,0.4,0.126,2.53,19.4,4.19,4.22,0.33,0.07,102.0,57.722833333333334
Hubei,Yichang,2023-02-27,22.0,7.22,7.91,596.76,4.15,1.63,0.028,0.62,0.133,3.54,15.34,4.37,2.2,0.71,0.15,99.0,55.0
Beijing,Beijing,2023-03-19,19.11,7.51,8.73,529.13,9.37,1.84,0.024,0.25,0.088,2.97,13.32,4.1,5.99,0.67,0.03,80.0,62.91708333333333
Shandong,Qingdao,2023-02-22,18.14,6.46,10.01,515.23,16.58,1.55,0.04,0.53,0.048,2.32,13.67,3.05,6.95,0.61,0.15,96.0,59.334
Shanghai,Shanghai,2023-02-10,24.37,6.27,10.51,537.69,0.5,1.48,0.032,0.58,0.069,3.6,15.57,3.37,6.81,0.38,0.12,104.0,67.14008333333334
Shanghai,Shanghai,2023-05-28,16.52,7.08,5.57,592.92,1.86,1.45,0.014,0.61,0.032,3.04,21.87,5.0,3.91,0.53,0.04,102.0,58.333333333333336
Shandong,Jinan,2023-03-13,13.22,7.58,7.2,483.16,15.71,2.31,0.027,0.51,0.089,3.26,14.84,5.03,5.71,0.34,0.1,100.0,57.722833333333334
Sichuan,Chengdu,2023-03-12,18.24,7.799,6.53,595.683,0.517,1.804,0.0198,0.517,0.18040000000000003,4.18,31.966,4.015000000000001,7.8100000000000005,0.6160000000000001,0.05500000000000001,107.80000000000001,53.781775
Shandong,Jinan,2023-07-11,29.73,6.59,10.59,559.25,3.14,2.21,0.0,0.09,0.117,2.92,15.34,4.44,9.38,0.51,0.08,92.0,63.028083333333335
Henan,Luoyang,2023-05-12,14.32,6.798,10.54,607.376,7.15,1.793,0.0286,0.517,0.1551,2.7720000000000002,23.485000000000003,4.477,6.688000000000001,0.022000000000000002,0.066,116.60000000000001,61.666666666666664
Yunnan,Dali,2023-04-27,22.06,8.272,8.69,475.706,4.5760000000000005,1.7160000000000002,0.0176,0.9900000000000001,0.099,3.575,16.17,4.026000000000001,6.215000000000001,0.462,0.12100000000000001,118.80000000000001,50.802533333333336
Hubei,Wuhan,2023-10-26,16.7,8.118,5.98,407.154,7.931000000000001,1.7050000000000003,0.011000000000000001,0.11000000000000001,0.231,3.3440000000000003,17.127000000000002,4.026000000000001,2.7390000000000003,0.5940000000000001,0.099,104.50000000000001,56.22988333333333
Sichuan,Chengdu,2023-02-07,20.2,8.085,5.61,538.142,8.624,2.684,0.025300000000000003,0.44000000000000006,0.1617,3.7730000000000006,17.028000000000002,3.5970000000000004,5.775,0.47300000000000003,0.08800000000000001,113.30000000000001,49.65479166666666
Jiangsu,Nanjing,2023-10-24,14.55,7.777000000000001,8.72,525.657,6.567,2.596,0.0176,0.671,0.027500000000000004,4.037,18.183000000000003,2.915,3.9820000000000007,0.8690000000000001,0.14300000000000002,111.10000000000001,53.842825
Jiangsu,Suzhou,2023-12-07,21.93,7.67,8.32,487.6,9.06,2.04,0.025,0.67,0.12,2.95,19.75,4.48,2.07,0.36,0.2,112.0,55.80641666666667
Shanghai,Shanghai,2023-06-23,20.37,6.6,5.13,380.14,3.06,1.3,0.021,0.36,0.059,2.78,4.33,2.39,6.28,0.6,0.13,109.0,63.05583333333333
Guangdong,Guangzhou,2023-08-07,21.58,7.53,9.6,572.74,3.53,2.27,0.026,0.4,0.102,2.43,12.43,2.28,4.56,0.77,0.12,92.0,62.86158333333333
Henan,Luoyang,2023-04-03,9.9,7.865000000000001,7.48,658.7020000000001,2.5850000000000004,2.563,0.0242,0.9460000000000001,0.1133,2.4859999999999998,20.746000000000002,4.444000000000001,4.6530000000000005,0.55,0.132,107.80000000000001,48.598625
Sichuan,Chengdu,2023-03-02,11.91,8.316,10.5,400.87300000000005,4.444000000000001,2.321,0.023100000000000002,0.396,0.1661,3.1350000000000002,30.635000000000005,4.796000000000001,6.072,0.37400000000000005,0.066,107.80000000000001,54.01376666666666
Shanghai,Shanghai,2023-04-08,16.16,7.62,12.78,408.09,0.38,2.12,0.038,0.79,0.14,2.68,21.41,4.51,7.64,0.3,0.14,91.0,57.61183333333333
Shandong,Jinan,2023-08-07,27.37,8.08,6.58,514.02,1.8,1.98,0.012,0.45,0.141,2.65,24.7,3.75,7.19,0.77,0.05,100.0,54.66866666666667
Yunnan,Kunming,2023-09-23,22.45,6.7,7.03,507.21,1.72,2.83,0.016,0.63,0.063,2.25,25.84,3.07,6.57,0.33,0.09,98.0,56.666666666666664
Shanghai,Shanghai,2023-10-20,23.92,6.53,6.0,552.02,2.32,2.11,0.024,0.58,0.177,3.06,30.49,4.88,6.82,0.52,0.08,104.0,52.86158333333333
Yunnan,Dali,2023-01-08,17.44,7.931000000000001,5.7,500.093,5.808000000000001,2.4200000000000004,0.025300000000000003,0.517,0.17600000000000002,4.18,10.417000000000002,2.761,6.787000000000001,0.924,0.033,102.30000000000001,55.082141666666665
Jiangsu,Nanjing,2023-09-19,12.12,7.535,6.29,565.07,2.6950000000000003,1.9690000000000003,0.0187,0.5940000000000001,0.1342,2.9260000000000006,17.941,4.840000000000001,4.07,0.40700000000000003,0.12100000000000001,114.4,56.181041666666665
Yunnan,Dali,2023-02-18,25.84,8.184000000000001,4.84,682.9020000000002,0.781,2.871,0.0297,0.55,0.034100000000000005,2.5850000000000004,19.503000000000004,3.5200000000000005,3.7840000000000003,0.14300000000000002,0.033,111.10000000000001,64.38006666666666
Beijing,Beijing,2023-06-19,29.92,7.01,3.75,554.68,5.94,2.49,0.011,0.76,0.123,3.45,21.06,4.45,5.06,0.3,0.15,105.0,46.666666666666664
Guangdong,Guangzhou,2023-02-15,24.21,6.53,7.18,504.39,2.64,1.67,0.014,0.86,0.047,2.79,27.12,5.15,9.63,0.71,0.11,90.0,49.52824999999999
Shandong,Qingdao,2023-02-16,30.75,6.68,7.54,424.32,4.86,1.88,0.01,0.7,0.108,2.99,14.09,5.43,3.14,0.42,0.1,93.0,58.27783333333334
Henan,Luoyang,2023-05-22,17.87,8.415000000000001,6.11,605.5500000000001,7.337000000000001,2.112,0.007700000000000001,0.8470000000000001,0.18590000000000004,3.971,27.291,7.425000000000001,5.962000000000001,0.924,0.11000000000000001,121.00000000000001,40.40570833333333
Guangdong,Shenzhen,2023-09-04,17.81,6.14,11.8,601.11,7.76,1.62,0.03,0.49,0.103,2.54,21.01,4.94,4.52,0.82,0.15,104.0,50.11266666666666
Shandong,Jinan,2023-02-04,18.79,7.35,6.61,331.77,2.63,1.85,0.018,0.55,0.055,3.42,18.93,4.31,-1.44,0.5,0.14,100.0,61.666666666666664
Jiangsu,Suzhou,2023-06-19,27.16,6.13,10.79,244.39,8.77,1.28,0.015,0.64,0.106,2.45,25.54,3.9,5.57,0.7,0.14,105.0,48.41825
Henan,Zhengzhou,2023-05-24,19.22,6.76,10.71,632.04,1.09,1.95,0.003,0.64,0.123,4.32,20.97,6.12,6.97,0.12,0.1,84.0,63.333333333333336
Shanghai,Shanghai,2023-01-05,23.3,6.74,4.91,325.75,10.14,1.7,0.014,0.51,0.116,2.78,17.93,4.29,7.07,0.55,0.1,93.0,53.333333333333336
Hubei,Wuhan,2023-04-22,13.64,7.5680000000000005,5.81,449.09700000000004,1.826,3.4760000000000004,0.020900000000000002,0.8140000000000001,0.15180000000000002,3.674,24.992,6.699000000000001,6.446000000000001,0.15400000000000003,0.099,103.4,51.08946666666666
Sichuan,Mianyang,2023-12-19,11.85,7.11,9.71,503.41,2.6,1.67,0.008,0.43,0.131,3.15,19.64,3.16,4.19,0.64,0.09,85.0,63.333333333333336
Hubei,Wuhan,2023-05-25,22.36,7.029,11.77,468.446,19.954,2.6290000000000004,0.025300000000000003,0.517,0.18810000000000002,2.8600000000000003,25.685000000000002,4.444000000000001,4.917,0.48400000000000004,0.18700000000000003,112.2,51.666666666666664
Yunnan,Kunming,2023-10-31,19.71,7.51,10.89,573.86,11.57,2.01,0.002,0.17,0.155,3.24,24.14,4.81,6.23,0.67,0.06,100.0,56.250416666666666
Henan,Zhengzhou,2023-10-02,20.56,7.59,6.07,524.11,4.6,1.85,0.023,0.83,0.176,3.31,23.65,4.2,2.97,0.34,0.15,92.0,56.028416666666665
Yunnan,Kunming,2023-05-26,21.81,6.85,9.62,468.81,5.94,1.45,0.017,0.65,0.179,3.15,17.45,3.17,5.0,0.49,-0.01,98.0,66.66666666666667
Yunnan,Dali,2023-04-24,23.54,7.700000000000001,7.09,469.524,5.8740000000000006,1.6940000000000002,0.007700000000000001,0.5720000000000001,0.1606,3.927,18.26,4.521000000000001,3.861,0.55,0.07700000000000001,100.10000000000001,55.723166666666664
Shanghai,Shanghai,2023-06-21,28.09,6.84,7.48,553.47,0.12,1.25,-0.003,0.48,0.042,2.77,14.15,2.44,7.34,0.59,0.1,100.0,68.33333333333333
Sichuan,Chengdu,2023-10-23,21.92,7.370000000000001,3.71,413.424,5.918,2.3540000000000005,0.023100000000000002,0.7370000000000001,0.0517,4.0040000000000004,16.918000000000003,4.257000000000001,3.003,0.42900000000000005,0.05500000000000001,116.60000000000001,53.305583333333324
Guangdong,Shenzhen,2023-10-19,15.49,7.0,9.94,470.18,22.68,1.74,0.018,0.56,0.08,2.36,24.67,5.22,4.15,0.8,0.07,94.0,55.0
Guangdong,Shenzhen,2023-05-15,31.23,7.52,4.71,259.68,1.54,1.74,0.02,0.55,0.088,3.37,27.06,3.42,1.43,0.37,0.11,90.0,61.22266666666667
Zhejiang,Hangzhou,2023-11-27,24.13,8.3,7.62,483.05,1.75,1.91,0.029,0.38,0.13,2.46,19.91,2.45,3.86,0.8,0.11,120.0,59.058166666666665
Shanghai,Shanghai,2023-09-02,28.92,7.69,9.07,346.2,1.09,2.5,0.01,0.37,0.092,2.56,15.49,3.47,3.46,0.6,0.1,103.0,62.41758333333333
Zhejiang,Ningbo,2023-06-11,19.76,7.72,10.41,439.15,2.85,2.28,0.032,0.38,0.059,2.74,22.57,5.02,4.45,0.22,0.15,104.0,57.334333333333326
Jiangsu,Nanjing,2023-07-03,21.16,7.722,8.02,609.565,0.561,1.617,0.031900000000000005,0.28600000000000003,0.18370000000000003,2.8380000000000005,29.700000000000003,3.4980000000000007,0.29700000000000004,0.5830000000000001,0.14300000000000002,115.50000000000001,63.995450000000005
Hubei,Yichang,2023-12-29,15.97,5.87,8.21,638.35,21.66,2.33,0.029,0.17,0.184,3.59,14.77,5.45,8.82,0.16,0.13,104.0,56.03008333333333
Zhejiang,Ningbo,2023-04-18,20.68,6.54,7.08,586.8,3.97,1.67,0.033,0.36,0.097,2.44,16.68,4.34,4.72,0.14,0.06,104.0,61.22266666666667
Jiangsu,Suzhou,2023-01-28,28.03,7.15,5.75,459.63,2.81,1.15,0.003,0.34,0.182,4.34,25.34,2.26,2.77,0.28,0.09,107.0,63.333333333333336
Zhejiang,Hangzhou,2023-09-03,23.56,6.89,5.94,536.23,13.52,1.64,0.03,0.35,0.097,2.58,21.77,5.33,7.34,0.57,0.09,109.0,48.333333333333336
Shanghai,Shanghai,2023-12-23,22.19,7.41,7.98,379.15,9.99,2.46,0.042,0.48,0.087,3.11,22.45,5.33,7.52,0.57,0.0,104.0,51.52791666666667
Shandong,Qingdao,2023-12-30,17.48,6.9,7.2,368.82,11.93,1.59,0.018,0.54,0.031,3.46,23.51,4.19,5.38,0.78,0.06,102.0,55.0
Henan,Zhengzhou,2023-08-20,18.96,7.59,7.7,491.24,2.82,2.65,0.024,0.48,0.07,2.23,16.59,4.07,4.86,0.35,0.18,96.0,57.695083333333336
Shandong,Qingdao,2023-07-04,22.74,7.32,5.07,587.43,13.65,1.09,0.019,0.35,0.07,2.84,18.9,3.62,2.33,0.15,0.14,88.0,60.0
Guangdong,Shenzhen,2023-02-20,24.33,7.54,8.96,327.0,4.61,2.67,0.008,0.39,0.16,2.4,17.23,4.19,6.08,0.44,0.1,85.0,57.83383333333334
Zhejiang,Ningbo,2023-03-14,15.57,6.23,9.97,478.12,1.84,2.59,0.025,0.18,0.079,2.57,14.02,5.09,5.76,-0.01,0.1,109.0,63.69575
Henan,Zhengzhou,2023-04-07,16.66,7.12,8.76,395.23,2.88,2.2,0.021,0.74,0.188,3.75,13.13,4.03,4.45,0.88,0.14,97.0,58.333333333333336
Beijing,Beijing,2023-06-20,18.49,6.98,8.44,300.11,0.42,2.4,0.02,0.71,0.134,3.45,20.92,3.84,2.7,0.7,0.11,94.0,63.333333333333336
